Notes,Lab Status,label
Unusually large-but not a bumble bee; about 2”; loud buzzing,Negative ID,0
Unsure,Negative ID,0
"Found these dead in our house a few days ago, not sure how long they’ve been dead or how they died, just want to be sure they are not the murder hornets",Negative ID,0
Picture doesn't really show large orange face I saw earlier on closer inspection.,Negative ID,0
In hops.,Negative ID,0
Husband went into the yard - stepped on it - could feel it fluttering its wings and clearly it was larger than a typical bee. It is injured and we do have it contained for the time being.,Negative ID,0
"I saw this on my mint plant in my backyard. It was much larger than the bees that were on the mint. I don't remember the head being orange, it is hard to see in the pictures. It was larger than a yellow jacket. Our neighbors have 3 bee hives and have not",Negative ID,0
I found a dead bee/winged something that’s almost 2 inches long with a stinger that is 1/2 an inch. It is black and the bug is dried.,Negative ID,0
In my garden,Negative ID,0
"Likes the blossoms of butterfly weed. Had 8 on one small bush today. I would describe it as having a black head, golden brown slightly fuzzy body, and thorax that is vivid orange on front half and black on back half.  They are twice the length of a yello",Negative ID,0
Dead in my driveway,Negative ID,0
Dead. Found on patio.,Negative ID,0
This was flying in our front yard.,Negative ID,0
I notice a swamped of hornets coming on my Hummingbird feeder. (I never seen this hornets before),Negative ID,0
Much larger than all other bees and hornets in the area. My guess is that it was slightly larger than one inch long.,Negative ID,0
"We aren’t totally sure what this is, but we’ve never seen one here in 37 years. It was very big, with a very painful looking stinger.",Negative ID,0
"Found this crawling in the grass.  Yellow head, black eyes, black thorax, black abdomen with only one yellow strip near the end tip.  It is about one inch to one and a quarter in length",Negative ID,0
What is this,Negative ID,0
Not sure but bigger than what we have seen before.  Body is over an inch long and beefy.,Negative ID,0
I’ve never seen anything like this before.  I have a live one trapped.,Negative ID,0
"I was hiking up the Chelan Butte trail and saw this large insect which looked dead and  was carried off by ants. I used a stick to scatter the ants away and there was very tiny leg movement.  Took pictures, and the ants returned to attack it.  I wanted t",Negative ID,0
It’s bigger than our house key,Negative ID,0
"Extremely large hornet flew into a small ground hole in a mulched area near my office building. We saw a grasshopper near the hole then the hornet came back up, grabbed the grasshopper and dragged it back into the hole",Negative ID,0
"The insect was partially dead on the ground, it’s very large with yellow markings. I could not tell for sure, but my husband and I have both grown up in WA and have never seen this insect before.",Negative ID,0
Found on a trash can at the Clinton Washington ferry Terminal,Negative ID,0
A giant bee was in my window and my dogs went crazy .. I tried to free it but as I looked she was the size of a quarter and very black .. I captured her and put her in a cup later my hubby smooshed her backend . I have her in a plastic bag .. she was lon,Negative ID,0
This is the second wasp we ve observed in our yard this summer,Negative ID,0
This was definitely an Asian hornet.  It was inside our cabin and we trapped it in a glass to get it out - tried our best to get a picture as it was so inordinately huge and scary looking.  We hadn’t realized what it was at the time or we would have do,Negative ID,0
Doubt this is one but it’s big so here it is,Negative ID,0
"There were two flying in the flowers by the boat launch. Sorry that the video isn’t great, but I was trying to stay away from them but get close enough to record.",Negative ID,0
"Seen in garden on oregano, 1.5-2” long",Negative ID,0
We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could,Negative ID,0
Captured a large wasp or hornet (in my freezer) and concerned that it could be an Asian Hornet.,Negative ID,0
Here are some pictures.  This guy is huge!,Negative ID,0
Large bee that I killed at Denny beach,Negative ID,0
"2 sets of wings, 2 stingers? Thin, black body, orange wings, orange antennas.",Negative ID,0
"Hello! This 'wasp' type insect bit my husband and I last Sept.  I grew up in the PNW, am a longtime gardener and have never seen anything like this.  I don't know if this is the hornet that you are referring to but it looks very familiar.  It was huge an",Negative ID,0
Follow-up to report last night.  Was aggressive to person in our backyard.  Kept coming at her.  My cell is:  360-220-4387,Negative ID,0
Found dead in dogs water bucket.,Negative ID,0
Found on the floor of our apartment parking garage. Was dead. We collected it and have it in a plastic bag. Quarter for comparison.,Negative ID,0
"Not sure of this, but better safe than....",Negative ID,0
Found dead wasp in the back of my house. Not like any wasp I’ve seen around my house and my neighbors also raise honey bees.,Negative ID,0
I made a submission earlier but it came back. Not sure if it is one but we got pictures and killed it because it wouldn’t leave.,Negative ID,0
"We found this extremely large hornet/wasp on the side of our house on Camano Island. We captured it in a jar and sadly, it took three days to die. Is this a killer hornet?",Negative ID,0
In my house,Negative ID,0
Head was smashed,Negative ID,0
"Flew into my car, still in car, insure weather to keep it in there",Negative ID,0
It is not letting me download a picture. I will try again! Flower petals measured 2 inches.,Negative ID,0
These hornets are building a nest in the ground in my back yard. Please advise.,Negative ID,0
Wasp is alive inside a container. Really aggressive. Approximately 1.5 inches long.,Negative ID,0
Found in a fly trap,Negative ID,0
This hornet is about 2 inches long,Negative ID,0
Big hornet. Appears to be a Bald Face?,Negative ID,0
Have specimen in a bag and willing to mail in. Children damaged it before I could store it in a bag.,Negative ID,0
I found in backyard. It was in a spider web. It is about 2 inches with a long stinger.,Negative ID,0
I found it almost drowning by my pool. I am a Washington native. Never have I seen a bee this big.,Negative ID,0
Was spotted on the wall of the bricks and mini figs of Monroe,Negative ID,0
Found on sidewalk,Negative ID,0
I have a live specimen. No response since this morning. Do I just let it go?,Negative ID,0
I found a really large bee in my pool filter basket.  not sure if its a 'murder hornet' or not,Negative ID,0
Spotted the hornet the other day and reported it. Now I am sending a picture of it.,Negative ID,0
"saw it in my backyard, flying around my blooming oregano plants.",Negative ID,0
found in my garden this afternoon,Negative ID,0
I recently submitted this form but the pictures weren't uploading. Please see submission prior to this for additional info.,Negative ID,0
"I’m not sure what this is, but it was the biggest looking wasp/hornet I’ve ever seen, at least an inch long. Sorry for the poor quality picture, I went inside to get a glass to catch it and it flew away.",Negative ID,0
